,Wellbore name,NPDCode,Year,Month,On Stream,Oil,Gas,Water,GI,WI
253,15/9-F-14,5351,2015,Mar,744.0,8069.04,1195524.25,107454.33,0.0,0.0
254,15/9-F-14,5351,2015,Apr,720.0,7687.2,1121236.5,101303.06,0.0,0.0
255,15/9-F-14,5351,2015,May,744.0,7147.79,1042506.82,102927.47,0.0,0.0
256,15/9-F-14,5351,2015,Jun,718.81667,6069.93,889055.86,100367.07,0.0,0.0
257,15/9-F-14,5351,2015,Jul,741.04194,6720.74,999142.24,96224.54,0.0,0.0
258,15/9-F-14,5351,2015,Aug,629.39181,4876.31,737504.53,79596.64,0.0,0.0
259,15/9-F-14,5351,2015,Sep,719.07486,5300.41,799234.86,84511.31,0.0,0.0
260,15/9-F-14,5351,2015,Oct,741.91667,5634.86,863230.28,97864.97,0.0,0.0
261,15/9-F-14,5351,2015,Nov,719.50001,5431.56,835108.42,96061.08,0.0,0.0
262,15/9-F-14,5351,2015,Dec,740.5,5158.09,790131.36,94593.75,0.0,0.0
263,15/9-F-14,5351,2016,Jan,736.33332,4606.3,721123.87,97147.72,0.0,0.0
264,15/9-F-14,5351,2016,Feb,695.58333,3941.77,621658.73,86357.85,0.0,0.0
265,15/9-F-14,5351,2016,Mar,737.66666,3753.8,604911.16,98119.24,0.0,0.0
266,15/9-F-14,5351,2016,Apr,715.83333,3112.41,514414.42,91934.95,0.0,0.0
267,15/9-F-14,5351,2016,May,738.0,3212.96,506857.03,89415.55,0.0,0.0
268,15/9-F-14,5351,2016,Jun,716.08333,3075.03,495103.7,88380.72,0.0,0.0
269,15/9-F-14,5351,2016,Jul,301.225,1326.86,215288.52,37892.52,0.0,0.0
270,15/9-F-14,5351,2016,Aug,0.0,0.0,0.0,0.0,0.0,0.0
271,15/9-F-14,5351,2016,Sep,0.0,0.0,0.0,0.0,0.0,0.0
272,15/9-F-15 D,7289,2014,Jan,339.91667,5674.63,820968.96,0.0,0.0,0.0
273,15/9-F-15 D,7289,2014,Feb,595.65001,7898.6,1196183.89,0.0,0.0,0.0
274,15/9-F-15 D,7289,2014,Mar,670.75,7081.47,1076363.95,0.0,0.0,0.0
275,15/9-F-15 D,7289,2014,Apr,700.875,7163.3,1074270.33,0.0,0.0,0.0
276,15/9-F-15 D,7289,2014,May,744.0,7218.61,1014000.02,0.0,0.0,0.0
277,15/9-F-15 D,7289,2014,Jun,709.33334,7012.55,1032224.48,0.0,0.0,0.0
278,15/9-F-15 D,7289,2014,Jul,732.66639,6847.42,1021004.31,0.0,0.0,0.0
279,15/9-F-15 D,7289,2014,Aug,433.325,3475.39,526611.07,0.0,0.0,0.0
280,15/9-F-15 D,7289,2014,Sep,647.45834,5314.55,833248.65,0.0,0.0,0.0
281,15/9-F-15 D,7289,2014,Oct,733.33333,5732.97,886879.16,182.78,0.0,0.0
282,15/9-F-15 D,7289,2014,Nov,597.375,4716.31,732052.12,192.87,0.0,0.0
283,15/9-F-15 D,7289,2014,Dec,0.0,0.0,0.0,0.0,0.0,0.0
284,15/9-F-15 D,7289,2015,Jan,697.46666,5975.51,878873.59,207.79,0.0,0.0
285,15/9-F-15 D,7289,2015,Feb,649.39166,4581.29,696960.15,258.99,0.0,0.0
286,15/9-F-15 D,7289,2015,Mar,665.66667,4133.47,610220.42,309.74,0.0,0.0
287,15/9-F-15 D,7289,2015,Apr,720.0,4259.92,621371.14,318.03,0.0,0.0
288,15/9-F-15 D,7289,2015,May,737.16667,4057.96,591890.28,301.77,0.0,0.0
289,15/9-F-15 D,7289,2015,Jun,718.98334,3665.8,537022.8,291.57,0.0,0.0
290,15/9-F-15 D,7289,2015,Jul,420.18361,2238.45,329941.91,184.75,0.0,0.0
291,15/9-F-15 D,7289,2015,Aug,276.29097,3577.67,542285.92,1856.58,0.0,0.0
292,15/9-F-15 D,7289,2015,Sep,719.15805,7417.35,1121246.68,3986.62,0.0,0.0
293,15/9-F-15 D,7289,2015,Oct,743.16667,6346.83,972413.69,3628.62,0.0,0.0
294,15/9-F-15 D,7289,2015,Nov,438.72541,3926.01,605737.54,2740.47,0.0,0.0
295,15/9-F-15 D,7289,2015,Dec,541.175,4919.04,751606.71,5075.94,0.0,0.0
296,15/9-F-15 D,7289,2016,Jan,350.4,2890.93,445568.02,3648.91,0.0,0.0
297,15/9-F-15 D,7289,2016,Feb,694.75,5109.33,805794.85,5891.02,0.0,0.0
298,15/9-F-15 D,7289,2016,Mar,550.65832,3747.55,600593.91,5035.04,0.0,0.0
299,15/9-F-15 D,7289,2016,Apr,576.50834,4544.16,751127.49,5688.1,0.0,0.0
300,15/9-F-15 D,7289,2016,May,677.16667,4699.01,740192.61,6004.13,0.0,0.0
301,15/9-F-15 D,7289,2016,Jun,604.91666,3463.91,555535.97,5390.5,0.0,0.0
302,15/9-F-15 D,7289,2016,Jul,138.375,828.57,133160.33,1172.18,0.0,0.0
303,15/9-F-15 D,7289,2016,Aug,0.0,0.0,0.0,0.0,0.0,0.0
304,15/9-F-15 D,7289,2016,Sep,0.0,0.0,0.0,0.0,0.0,0.0
305,15/9-F-4,5693,2007,Sep,0.0,0.0,0.0,0.0,0.0,0.0
306,15/9-F-4,5693,2007,Oct,0.0,0.0,0.0,0.0,0.0,0.0
307,15/9-F-4,5693,2007,Nov,0.0,0.0,0.0,0.0,0.0,0.0
308,15/9-F-4,5693,2007,Dec,0.0,0.0,0.0,0.0,0.0,0.0
309,15/9-F-4,5693,2008,Jan,0.0,0.0,0.0,0.0,0.0,0.0
310,15/9-F-4,5693,2008,Feb,0.0,0.0,0.0,0.0,0.0,0.0
311,15/9-F-4,5693,2008,Mar,0.0,0.0,0.0,0.0,0.0,0.0
312,15/9-F-4,5693,2008,Apr,118.65,0.0,0.0,0.0,0.0,29752.6868934256
313,15/9-F-4,5693,2008,May,714.005,0.0,0.0,0.0,0.0,221337.106474167
314,15/9-F-4,5693,2008,Jun,598.81667,0.0,0.0,0.0,0.0,211803.653863971
315,15/9-F-4,5693,2008,Jul,620.80833,0.0,0.0,0.0,0.0,232029.662740333
316,15/9-F-4,5693,2008,Aug,663.07502,0.0,0.0,0.0,0.0,213913.263893971
317,15/9-F-4,5693,2008,Sep,558.14562,0.0,0.0,0.0,0.0,98583.3012661537
318,15/9-F-4,5693,2008,Oct,701.91667,0.0,0.0,0.0,0.0,233503.405901225
319,15/9-F-4,5693,2008,Nov,711.66667,0.0,0.0,0.0,0.0,222126.099228406
320,15/9-F-4,5693,2008,Dec,742.66666,0.0,0.0,0.0,0.0,263191.836677708
321,15/9-F-4,5693,2009,Jan,699.33332,0.0,0.0,0.0,0.0,246659.903594167
322,15/9-F-4,5693,2009,Feb,639.66667,0.0,0.0,0.0,0.0,221133.680716042
323,15/9-F-4,5693,2009,Mar,191.08332,0.0,0.0,0.0,0.0,61187.9687033333
324,15/9-F-4,5693,2009,Apr,543.8,0.0,0.0,0.0,0.0,106559.345925
325,15/9-F-4,5693,2009,May,710.5,0.0,0.0,0.0,0.0,231503.095579792
326,15/9-F-4,5693,2009,Jun,690.64999,0.0,0.0,0.0,0.0,129987.983646667
327,15/9-F-4,5693,2009,Jul,734.83333,0.0,0.0,0.0,0.0,191228.27029625
328,15/9-F-4,5693,2009,Aug,704.825,0.0,0.0,0.0,0.0,191924.357519375
329,15/9-F-4,5693,2009,Sep,509.66667,0.0,0.0,0.0,0.0,163785.321840131
330,15/9-F-4,5693,2009,Oct,683.72853,0.0,0.0,0.0,0.0,182104.727543237
331,15/9-F-4,5693,2009,Nov,706.24999,0.0,0.0,0.0,0.0,203874.347425119
332,15/9-F-4,5693,2009,Dec,739.5,0.0,0.0,0.0,0.0,219529.236709671
333,15/9-F-4,5693,2010,Jan,735.16667,0.0,0.0,0.0,0.0,222678.958313347
334,15/9-F-4,5693,2010,Feb,596.16667,0.0,0.0,0.0,0.0,185785.741334561
335,15/9-F-4,5693,2010,Mar,622.40834,0.0,0.0,0.0,0.0,168939.051110951
336,15/9-F-4,5693,2010,Apr,669.83335,0.0,0.0,0.0,0.0,222633.11720427
337,15/9-F-4,5693,2010,May,744.0,0.0,0.0,0.0,0.0,252526.346411458
338,15/9-F-4,5693,2010,Jun,715.66667,0.0,0.0,0.0,0.0,210363.840612934
339,15/9-F-4,5693,2010,Jul,743.5,0.0,0.0,0.0,0.0,198041.396154167
340,15/9-F-4,5693,2010,Aug,420.26666,0.0,0.0,0.0,0.0,108631.757958946
341,15/9-F-4,5693,2010,Sep,631.15833,0.0,0.0,0.0,0.0,145251.245176865
342,15/9-F-4,5693,2010,Oct,700.57499,0.0,0.0,0.0,0.0,194727.431412784
343,15/9-F-4,5693,2010,Nov,644.84167,0.0,0.0,0.0,0.0,167466.128953194
344,15/9-F-4,5693,2010,Dec,716.83334,0.0,0.0,0.0,0.0,188426.124912775
345,15/9-F-4,5693,2011,Jan,731.08333,0.0,0.0,0.0,0.0,189083.650330417
346,15/9-F-4,5693,2011,Feb,536.74998,0.0,0.0,0.0,0.0,135389.679945627
347,15/9-F-4,5693,2011,Mar,716.25001,0.0,0.0,0.0,0.0,184841.172723103
348,15/9-F-4,5693,2011,Apr,696.5,0.0,0.0,0.0,0.0,180529.418434508
349,15/9-F-4,5693,2011,May,737.25001,0.0,0.0,0.0,0.0,188176.55544131
350,15/9-F-4,5693,2011,Jun,436.09167,0.0,0.0,0.0,0.0,120235.261201162
351,15/9-F-4,5693,2011,Jul,248.09168,0.0,0.0,0.0,0.0,65179.6328554167
352,15/9-F-4,5693,2011,Aug,642.825,0.0,0.0,0.0,0.0,173404.703851023
353,15/9-F-4,5693,2011,Sep,689.16666,0.0,0.0,0.0,0.0,174968.31468
354,15/9-F-4,5693,2011,Oct,329.05,0.0,0.0,0.0,0.0,77827.9568327083
355,15/9-F-4,5693,2011,Nov,475.16665,0.0,0.0,0.0,0.0,121602.289256042
356,15/9-F-4,5693,2011,Dec,438.68335,0.0,0.0,0.0,0.0,109912.560993958
357,15/9-F-4,5693,2012,Jan,426.25,0.0,0.0,0.0,0.0,91244.76426375
358,15/9-F-4,5693,2012,Feb,691.08333,0.0,0.0,0.0,0.0,147124.848014375
359,15/9-F-4,5693,2012,Mar,735.08334,0.0,0.0,0.0,0.0,149154.710562092
360,15/9-F-4,5693,2012,Apr,720.0,0.0,0.0,0.0,0.0,147365.65297375
361,15/9-F-4,5693,2012,May,733.08334,0.0,0.0,0.0,0.0,149129.814314583
362,15/9-F-4,5693,2012,Jun,710.16667,0.0,0.0,0.0,0.0,144762.430550208
363,15/9-F-4,5693,2012,Jul,744.0,0.0,0.0,0.0,0.0,150430.98628
364,15/9-F-4,5693,2012,Aug,292.125,0.0,0.0,0.0,0.0,58172.3746189583
365,15/9-F-4,5693,2012,Sep,31.65833,0.0,0.0,0.0,0.0,6025.00774333333
366,15/9-F-4,5693,2012,Oct,507.99165,0.0,0.0,0.0,0.0,110449.682200833
367,15/9-F-4,5693,2012,Nov,720.0,0.0,0.0,0.0,0.0,162488.446784167
368,15/9-F-4,5693,2012,Dec,698.50001,0.0,0.0,0.0,0.0,144569.261914792
369,15/9-F-4,5693,2013,Jan,734.25001,0.0,0.0,0.0,0.0,155627.704288125
370,15/9-F-4,5693,2013,Feb,672.0,0.0,0.0,0.0,0.0,138901.75543
371,15/9-F-4,5693,2013,Mar,483.35168,0.0,0.0,0.0,0.0,96659.95246625
372,15/9-F-4,5693,2013,Apr,563.50333,0.0,0.0,0.0,0.0,116028.211177083
373,15/9-F-4,5693,2013,May,681.80001,0.0,0.0,0.0,0.0,156535.024062083
374,15/9-F-4,5693,2013,Jun,573.33333,0.0,0.0,0.0,0.0,132162.427204167
375,15/9-F-4,5693,2013,Jul,652.70833,0.0,0.0,0.0,0.0,133542.635932292
376,15/9-F-4,5693,2013,Aug,689.71666,0.0,0.0,0.0,0.0,156070.855948125
377,15/9-F-4,5693,2013,Sep,608.44167,0.0,0.0,0.0,0.0,130322.732728125
378,15/9-F-4,5693,2013,Oct,650.41667,0.0,0.0,0.0,0.0,144742.567870833
379,15/9-F-4,5693,2013,Nov,682.33333,0.0,0.0,0.0,0.0,155972.70506125
380,15/9-F-4,5693,2013,Dec,676.24999,0.0,0.0,0.0,0.0,148594.157254167
381,15/9-F-4,5693,2014,Jan,682.08334,0.0,0.0,0.0,0.0,147807.99611625
382,15/9-F-4,5693,2014,Feb,579.105,0.0,0.0,0.0,0.0,131023.21384
383,15/9-F-4,5693,2014,Mar,685.99999,0.0,0.0,0.0,0.0,154097.211248687
384,15/9-F-4,5693,2014,Apr,707.54167,0.0,0.0,0.0,0.0,185314.470035208
385,15/9-F-4,5693,2014,May,606.33334,0.0,0.0,0.0,0.0,156189.176303932
386,15/9-F-4,5693,2014,Jun,697.99643,0.0,0.0,0.0,0.0,202240.5579125
387,15/9-F-4,5693,2014,Jul,742.16667,0.0,0.0,0.0,0.0,226583.879235
388,15/9-F-4,5693,2014,Aug,607.30001,0.0,0.0,0.0,0.0,184109.826053542
389,15/9-F-4,5693,2014,Sep,693.33333,0.0,0.0,0.0,0.0,199867.76395625
390,15/9-F-4,5693,2014,Oct,742.33334,0.0,0.0,0.0,0.0,219621.858703883
391,15/9-F-4,5693,2014,Nov,619.88333,0.0,0.0,0.0,0.0,166856.737742917
392,15/9-F-4,5693,2014,Dec,292.05833,0.0,0.0,0.0,0.0,66671.23168125
393,15/9-F-4,5693,2015,Jan,675.88334,0.0,0.0,0.0,0.0,81160.8992102083
394,15/9-F-4,5693,2015,Feb,588.88334,0.0,0.0,0.0,0.0,126376.884487292
395,15/9-F-4,5693,2015,Mar,744.0,0.0,0.0,0.0,0.0,137054.803790462
396,15/9-F-4,5693,2015,Apr,707.66667,0.0,0.0,0.0,0.0,143683.084076667
397,15/9-F-4,5693,2015,May,744.0,0.0,0.0,0.0,0.0,128648.16758
398,15/9-F-4,5693,2015,Jun,717.45,0.0,0.0,0.0,0.0,161283.087375833
399,15/9-F-4,5693,2015,Jul,739.675,0.0,0.0,0.0,0.0,156312.540311667
400,15/9-F-4,5693,2015,Aug,614.66736,0.0,0.0,0.0,0.0,114753.050129375
401,15/9-F-4,5693,2015,Sep,715.98376,0.0,0.0,0.0,0.0,133755.403172083
402,15/9-F-4,5693,2015,Oct,728.59946,0.0,0.0,0.0,0.0,135860.216532925
403,15/9-F-4,5693,2015,Nov,698.5,0.0,0.0,0.0,0.0,160504.982634792
404,15/9-F-4,5693,2015,Dec,739.24999,0.0,0.0,0.0,0.0,152921.636901458
405,15/9-F-4,5693,2016,Jan,721.33333,0.0,0.0,0.0,0.0,152129.935574583
406,15/9-F-4,5693,2016,Feb,693.41667,0.0,0.0,0.0,0.0,148078.126220417
407,15/9-F-4,5693,2016,Mar,743.0,0.0,0.0,0.0,0.0,141201.785620625
408,15/9-F-4,5693,2016,Apr,701.83333,0.0,0.0,0.0,0.0,220078.315135417
409,15/9-F-4,5693,2016,May,744.0,0.0,0.0,0.0,0.0,269279.176161042
410,15/9-F-4,5693,2016,Jun,708.58333,0.0,0.0,0.0,0.0,257281.260869792
411,15/9-F-4,5693,2016,Jul,608.64998,0.0,0.0,0.0,0.0,197975.70744
412,15/9-F-4,5693,2016,Aug,656.58333,0.0,0.0,0.0,0.0,132382.877395208
413,15/9-F-4,5693,2016,Sep,340.10833,0.0,0.0,0.0,0.0,61200.8759954167
414,15/9-F-4,5693,2016,Oct,0.0,0.0,0.0,0.0,0.0,0.0
415,15/9-F-4,5693,2016,Nov,0.0,0.0,0.0,0.0,0.0,0.0
416,15/9-F-4,5693,2016,Dec,0.0,0.0,0.0,0.0,0.0,0.0
417,15/9-F-5,5769,2007,Sep,0.0,0.0,0.0,0.0,0.0,0.0
418,15/9-F-5,5769,2007,Oct,0.0,0.0,0.0,0.0,0.0,0.0
419,15/9-F-5,5769,2007,Nov,0.0,0.0,0.0,0.0,0.0,0.0
420,15/9-F-5,5769,2007,Dec,0.0,0.0,0.0,0.0,0.0,0.0
421,15/9-F-5,5769,2008,Jan,0.0,0.0,0.0,0.0,0.0,0.0
422,15/9-F-5,5769,2008,Feb,0.0,0.0,0.0,0.0,0.0,0.0
423,15/9-F-5,5769,2008,Mar,0.0,0.0,0.0,0.0,0.0,0.0
424,15/9-F-5,5769,2008,Apr,0.0,0.0,0.0,0.0,0.0,0.0
425,15/9-F-5,5769,2008,May,0.0,0.0,0.0,0.0,0.0,0.0
426,15/9-F-5,5769,2008,Jun,0.0,0.0,0.0,0.0,0.0,0.0
427,15/9-F-5,5769,2008,Jul,0.0,0.0,0.0,0.0,0.0,0.0
428,15/9-F-5,5769,2008,Aug,98.08167,0.0,0.0,0.0,0.0,14480.9320771154
429,15/9-F-5,5769,2008,Sep,557.88057,0.0,0.0,0.0,0.0,64814.2865244753
430,15/9-F-5,5769,2008,Oct,563.99999,0.0,0.0,0.0,0.0,122254.371735423
431,15/9-F-5,5769,2008,Nov,716.16667,0.0,0.0,0.0,0.0,219779.984398216
432,15/9-F-5,5769,2008,Dec,742.25,0.0,0.0,0.0,0.0,270199.399829583
433,15/9-F-5,5769,2009,Jan,697.49998,0.0,0.0,0.0,0.0,253655.425800708
434,15/9-F-5,5769,2009,Feb,635.74999,0.0,0.0,0.0,0.0,226102.01316
435,15/9-F-5,5769,2009,Mar,224.58334,0.0,0.0,0.0,0.0,81674.35
436,15/9-F-5,5769,2009,Apr,531.55,0.0,0.0,0.0,0.0,104818.54778
437,15/9-F-5,5769,2009,May,706.99999,0.0,0.0,0.0,0.0,232334.514448239
438,15/9-F-5,5769,2009,Jun,690.73332,0.0,0.0,0.0,0.0,133204.20527125
439,15/9-F-5,5769,2009,Jul,734.83333,0.0,0.0,0.0,0.0,205447.018688125
440,15/9-F-5,5769,2009,Aug,703.82499,0.0,0.0,0.0,0.0,198473.65997875
441,15/9-F-5,5769,2009,Sep,509.16667,0.0,0.0,0.0,0.0,171773.204862708
442,15/9-F-5,5769,2009,Oct,682.25168,0.0,0.0,0.0,0.0,200847.230494093
443,15/9-F-5,5769,2009,Nov,705.58333,0.0,0.0,0.0,0.0,208933.867881131
444,15/9-F-5,5769,2009,Dec,738.16666,0.0,0.0,0.0,0.0,225455.33740633
445,15/9-F-5,5769,2010,Jan,735.66667,0.0,0.0,0.0,0.0,251554.767873089
446,15/9-F-5,5769,2010,Feb,595.41668,0.0,0.0,0.0,0.0,199239.179513098
447,15/9-F-5,5769,2010,Mar,571.00834,0.0,0.0,0.0,0.0,159955.292046695
448,15/9-F-5,5769,2010,Apr,449.39168,0.0,0.0,0.0,0.0,143182.227375829
449,15/9-F-5,5769,2010,May,744.0,0.0,0.0,0.0,0.0,252211.737628333
450,15/9-F-5,5769,2010,Jun,716.66667,0.0,0.0,0.0,0.0,217995.5827325
451,15/9-F-5,5769,2010,Jul,743.16667,0.0,0.0,0.0,0.0,213816.939547708
452,15/9-F-5,5769,2010,Aug,447.14166,0.0,0.0,0.0,0.0,120306.477755738
453,15/9-F-5,5769,2010,Sep,695.41667,0.0,0.0,0.0,0.0,163185.260243315
454,15/9-F-5,5769,2010,Oct,717.58332,0.0,0.0,0.0,0.0,200667.24969863
455,15/9-F-5,5769,2010,Nov,703.91667,0.0,0.0,0.0,0.0,188435.816567962
456,15/9-F-5,5769,2010,Dec,732.66667,0.0,0.0,0.0,0.0,193372.731801458
457,15/9-F-5,5769,2011,Jan,744.0,0.0,0.0,0.0,0.0,189041.119518542
458,15/9-F-5,5769,2011,Feb,532.74998,0.0,0.0,0.0,0.0,139466.556430393
459,15/9-F-5,5769,2011,Mar,728.00001,0.0,0.0,0.0,0.0,184592.187690709
460,15/9-F-5,5769,2011,Apr,700.83334,0.0,0.0,0.0,0.0,188899.232610284
461,15/9-F-5,5769,2011,May,736.50001,0.0,0.0,0.0,0.0,191438.083542202
462,15/9-F-5,5769,2011,Jun,461.67501,0.0,0.0,0.0,0.0,115810.712320017
463,15/9-F-5,5769,2011,Jul,242.50835,0.0,0.0,0.0,0.0,60234.67072875
464,15/9-F-5,5769,2011,Aug,644.49168,0.0,0.0,0.0,0.0,161568.571769613
465,15/9-F-5,5769,2011,Sep,688.5,0.0,0.0,0.0,0.0,185636.237525969
466,15/9-F-5,5769,2011,Oct,328.63333,0.0,0.0,0.0,0.0,86121.0982520833
467,15/9-F-5,5769,2011,Nov,475.41666,0.0,0.0,0.0,0.0,111726.558581042
468,15/9-F-5,5769,2011,Dec,438.8,0.0,0.0,0.0,0.0,106760.272394792
469,15/9-F-5,5769,2012,Jan,423.99999,0.0,0.0,0.0,0.0,96145.2497339583
470,15/9-F-5,5769,2012,Feb,690.91666,0.0,0.0,0.0,0.0,144177.13334875
471,15/9-F-5,5769,2012,Mar,737.20834,0.0,0.0,0.0,0.0,144901.311793813
472,15/9-F-5,5769,2012,Apr,720.0,0.0,0.0,0.0,0.0,152913.710860625
473,15/9-F-5,5769,2012,May,732.33334,0.0,0.0,0.0,0.0,157759.447592917
474,15/9-F-5,5769,2012,Jun,710.66667,0.0,0.0,0.0,0.0,147174.916347917
475,15/9-F-5,5769,2012,Jul,740.33333,0.0,0.0,0.0,0.0,155141.689089375
476,15/9-F-5,5769,2012,Aug,309.12499,0.0,0.0,0.0,0.0,65973.9708189583
477,15/9-F-5,5769,2012,Sep,37.28334,0.0,0.0,0.0,0.0,8067.451343125
478,15/9-F-5,5769,2012,Oct,538.16666,0.0,0.0,0.0,0.0,118485.321297917
479,15/9-F-5,5769,2012,Nov,720.0,0.0,0.0,0.0,0.0,168629.702521667
480,15/9-F-5,5769,2012,Dec,697.83335,0.0,0.0,0.0,0.0,154926.221327083
481,15/9-F-5,5769,2013,Jan,732.25,0.0,0.0,0.0,0.0,159939.686388875
482,15/9-F-5,5769,2013,Feb,672.0,0.0,0.0,0.0,0.0,147798.464818125
483,15/9-F-5,5769,2013,Mar,400.46668,0.0,0.0,0.0,0.0,85998.0651489583
484,15/9-F-5,5769,2013,Apr,561.16832,0.0,0.0,0.0,0.0,121656.595674375
485,15/9-F-5,5769,2013,May,681.3,0.0,0.0,0.0,0.0,170935.465968125
486,15/9-F-5,5769,2013,Jun,573.24999,0.0,0.0,0.0,0.0,138629.205471875
487,15/9-F-5,5769,2013,Jul,654.29167,0.0,0.0,0.0,0.0,131248.921444167
488,15/9-F-5,5769,2013,Aug,687.05,0.0,0.0,0.0,0.0,185791.651601042
489,15/9-F-5,5769,2013,Sep,608.925,0.0,0.0,0.0,0.0,141322.974441042
490,15/9-F-5,5769,2013,Oct,654.41668,0.0,0.0,0.0,0.0,167622.051632708
491,15/9-F-5,5769,2013,Nov,681.66667,0.0,0.0,0.0,0.0,167983.460903542
492,15/9-F-5,5769,2013,Dec,676.25,0.0,0.0,0.0,0.0,169674.005445625
493,15/9-F-5,5769,2014,Jan,661.16667,0.0,0.0,0.0,0.0,139161.964208125
494,15/9-F-5,5769,2014,Feb,580.60833,0.0,0.0,0.0,0.0,139875.109217292
495,15/9-F-5,5769,2014,Mar,691.41667,0.0,0.0,0.0,0.0,168354.400344828
496,15/9-F-5,5769,2014,Apr,707.54167,0.0,0.0,0.0,0.0,170365.945108333
497,15/9-F-5,5769,2014,May,606.33334,0.0,0.0,0.0,0.0,155443.530097708
498,15/9-F-5,5769,2014,Jun,699.08333,0.0,0.0,0.0,0.0,170548.081449375
499,15/9-F-5,5769,2014,Jul,742.33334,0.0,0.0,0.0,0.0,149633.537327292
500,15/9-F-5,5769,2014,Aug,606.37964,0.0,0.0,0.0,0.0,122109.851845
501,15/9-F-5,5769,2014,Sep,691.49999,0.0,0.0,0.0,0.0,160662.468334167
502,15/9-F-5,5769,2014,Oct,741.83334,0.0,0.0,0.0,0.0,166833.313911608
503,15/9-F-5,5769,2014,Nov,660.55833,0.0,0.0,0.0,0.0,146406.909840417
504,15/9-F-5,5769,2014,Dec,394.325,0.0,0.0,0.0,0.0,95714.3667791667
505,15/9-F-5,5769,2015,Jan,702.63334,0.0,0.0,0.0,0.0,116851.662329792
506,15/9-F-5,5769,2015,Feb,583.88333,0.0,0.0,0.0,0.0,122957.754829792
507,15/9-F-5,5769,2015,Mar,744.0,0.0,0.0,0.0,0.0,127803.687132717
508,15/9-F-5,5769,2015,Apr,707.66667,0.0,0.0,0.0,0.0,146997.138336042
509,15/9-F-5,5769,2015,May,744.0,0.0,0.0,0.0,0.0,135253.88426375
510,15/9-F-5,5769,2015,Jun,717.45,0.0,0.0,0.0,0.0,146025.800912917
511,15/9-F-5,5769,2015,Jul,739.675,0.0,0.0,0.0,0.0,117659.770350208
512,15/9-F-5,5769,2015,Aug,606.19972,0.0,0.0,0.0,0.0,113141.006224167
513,15/9-F-5,5769,2015,Sep,711.73376,0.0,0.0,0.0,0.0,128260.871127292
514,15/9-F-5,5769,2015,Oct,724.40764,0.0,0.0,0.0,0.0,134374.871169767
515,15/9-F-5,5769,2015,Nov,642.93334,0.0,0.0,0.0,0.0,134602.940903542
516,15/9-F-5,5769,2015,Dec,739.24999,0.0,0.0,0.0,0.0,145383.330627292
517,15/9-F-5,5769,2016,Jan,721.41666,0.0,0.0,0.0,0.0,148394.556099792
518,15/9-F-5,5769,2016,Feb,691.25002,0.0,0.0,0.0,0.0,164188.597139375
519,15/9-F-5,5769,2016,Mar,743.0,0.0,0.0,0.0,0.0,139810.591270625
520,15/9-F-5,5769,2016,Apr,345.41668,3400.61,538638.56,2380.78,0.0,20226.95879
521,15/9-F-5,5769,2016,May,732.0,9724.4,1534677.16,3949.9,0.0,0.0
522,15/9-F-5,5769,2016,Jun,718.41667,9121.48,1468557.12,2376.93,0.0,0.0
523,15/9-F-5,5769,2016,Jul,668.64168,9985.29,1602674.39,2453.71,0.0,0.0
524,15/9-F-5,5769,2016,Aug,608.425,8928.9,1417278.51,2371.86,0.0,0.0
525,15/9-F-5,5769,2016,Sep,0.0,0.0,0.0,0.0,0.0,0.0
